id;numero;nombre_institucion;depto;dist;cod1;cod2;distrito;departamento;localidad;superficie_texto;superficie;anho
2238;2238;ESC. BAS. Nº 675 Y LIC.NAC. SANTA TERESITA;6;3;46;1;CAAZAPA1;CAAZAPA;TIGUE;6.820 M2;6820;2014
2239;2239;ESC.COLONIA Aº PORA;6;3;48;1;CAAZAPA1;CAAZAPA;Aº PORA;2790,5450M2;2790545;2014
2240;2240;ESC. BAS. Nº 235 TTE.ADOLFO R.SILVA;6;3;49;1;CAAZAPA1;CAAZAPA;TTE.ADOLFO R.SILVA;4.456,225 M2;4456;2014
2241;2241;ESC. BAS. Nº 1890;6;3;50;1;CAAZAPA1;CAAZAPA;COL.SAN NICOLAS-A°GUAZU;3283.4251M2;32834251;2014
2242;2242;ESC. BAS. Nº 4277;6;3;51;1;CAAZAPA1;CAAZAPA;COL. MAYOR NICOLAS ARGUELLO;2399,9960 M2.;2399996;2014
2243;2243;LOCAL ESCOLAR MAYOR ARGUELLO;6;3;52;1;CAAZAPA1;CAAZAPA;COL. MAYOR NICOLAS ARGUELLO;4004 M2.;4004;2014
2244;2244;ESC. BAS. Nº 6802 RAIMUNDA ELEIDA PAIVA RETAMOZO;6;3;53;1;CAAZAPA1;CAAZAPA;COL.RIACHUELO-TAYY CAÑADA;3495.5740M2;34955740;2014
2245;2245;ESC. BAS. Nº 308;6;3;54;1;CAAZAPA1;CAAZAPA;COL. SANTA CATALINA;10170M2;10170;2014
2246;2246;ESC. BAS. Nº 4821 CURUPAY;6;3;55;1;CAAZAPA1;CAAZAPA;CURUPAY-SAN MIGUEL;10000M2;10000;2014
2247;2247;ESC. BAS. Nº 6804;6;3;56;1;CAAZAPA1;CAAZAPA;COL. MAYOR NICOLAS ARGUELLO;2.500 M2;2500;2014
2248;2248;ESC. BAS. Nº 1626;6;3;57;1;CAAZAPA1;CAAZAPA;COL.FRAY L.DE BOLAÑOS-VIZCAINO CUE;7243.1230M2;72431230;2014
2249;2249;ESC. BAS. Nº 6803;6;3;58;1;CAAZAPA1;CAAZAPA;COL.NICOLAS ARGUELO-20 DE JULIO;5609.9087M2;56099087;2014
2250;2250;ESC. BAS. Nº 1640 SAN ANTONIO DE PADUA;6;3;59;1;CAAZAPA1;CAAZAPA;COL.NUCLEO RURAL ISLA GUAZU-ÑAHUNDY;9962.1024M2;99621024;2014
2251;2251;ESC. BAS. Nº 4370;6;3;60;1;CAAZAPA1;CAAZAPA;COL.NUCLEO R.ARROYO PORA-20DE JULIO;769M2;769;2014
2252;2252;ESC;6;3;61;1;CAAZAPA1;CAAZAPA;COL.MAYOR N.ARGUELLO-SAN ANTONIO;7484.3417M2;74843417;2014
2253;2253;ESC. BAS. Nº 998;6;3;62;1;CAAZAPA1;CAAZAPA;COL.LOMA CLAVE-NUC.RURAL;3730.5553M2;37305553;2014
2254;2254;ESC. BAS. Nº 147 Y LIC. NAC.MOISES S. BERTONI;6;4;1;1;MOISES BERTONI;CAAZAPA;ESTACION SOSA;7.750M2;7750;2014
2255;2255;ESC. BAS. Nº 1627 RIGOBERTO CABALLERO;6;4;2;1;MOISES BERTONI;CAAZAPA;MOISES BERTONI;1 HA;10000;2014
2256;2256;ESC. BAS. Nº 5112;6;4;3;1;MOISES BERTONI.;CAAZAPA;COLONIA SANTA TERESA.;3034,6017 M2.;3034;2014
2257;2257;ESC. BAS. Nº 1844 SANTA CECILIA;6;4;4;1;MOISES BERTONI;CAAZAPA;COL.MOISES BERTONI;17085.7715M2;170857715;2014
2258;2258;ESC. BAS. Nº 5113;6;4;5;1;MOISES BERTONI;CAAZAPA;COL.MOISES BERTONI-SAN CARLOS;4699.2428M2;46992428;2014
2259;2259;ESC. BAS. Nº 696;6;5;1;1;YEGROS;CAAZAPA;COL.MOISES BERTONI;11.755,0634M2;11755;2014
2260;2260;ESC. BAS. Nº 696;6;5;1;2;YEGROS;CAAZAPA;SAN RAFAEL;11755.0634M2;117550634;2014
2261;2261;COLEGIONAC.DON EMILIO NAPOUT;6;5;2;1;YEGROS;CAAZAPA;MUNICIPIO;2.500M2;2500;2014
2262;2262;COLEGIONAC.DON EMILIO NAPOUT;6;5;2;2;YEGROS;CAAZAPA;MUNICIPIO;2.500M2;2500;2014
2263;2263;ESC. BAS. Nº 64 ALEJO GARCIA;6;5;3;1;YEGROS;CAAZAPA;MUNICIPIO;5.000M2;5000;2014
2264;2264;ESC. BAS. Nº 1893;6;5;4;1;YEGROS;CAAZAPA;CORRALITO;6.693 M2;6693;2014
2265;2265;ESC. DE LA COLONIA PATRICIO ESCOBAR;6;5;5;1;YEGROS;CAAZAPA;COL.P. ESCOBAR-MBARIGUI;7496M2;7496;2014
2266;2266;LIC.NAC.;6;5;6;1;YEGROS;CAAZAPA;MUNICIPIO;2.500M2;2500;2014
2267;2267;ESC. BAS. Nº 2850 SANTA ROSA;6;5;7;1;YEGROS;CAAZAPA;CÑIA. PUESTO NARANJO;2.400M2;2400;2014
2268;2268;LIC.NAC.SANTIAGO CORTESSI;6;5;8;1;YEGROS;CAAZAPA;ISLA SACA;2.465M2;2465;2014
2269;2269;ESC. BAS. Nº 969 REPUBLICA DE SUIZA;6;5;9;1;YEGROS;CAAZAPA;CÑIA.YBYRACATU;2.500M2;2500;2014
2270;2270;ESC. BAS. Nº 969 REPUBLICA DE SUIZA;6;5;9;2;YEGROS;CAAZAPA;CÑIA.YBYRACATU;2500M2;2500;2014
2271;2271;ESC. BAS. Nº 1628 CPTAN.RICARDO ORTIGOZA;6;5;10;1;YEGROS;CAAZAPA;COMPAÑIA PUNTA GUAZU.;2500 M2.;2500;2014
2272;2272;ESC. BAS. Nº 309 SANTA ROSA;6;5;11;1;YEGROS;CAAZAPA;COLONIA PATRICIO COLMAN;8266,5406 M2.;8266;2014
2273;2273;ESC. BAS. Nº 1942 COSTA LIMA;6;5;12;1;YEGROS;CAAZAPA;COSTA LIMA;6126.7095M2;61267095;2014
2274;2274;ESC. BAS. Nº 4375;6;5;13;1;YEGROS;CAAZAPA;COL.PATRICIO COLMAN - MBARIGUI;22500M2;22500;2014
2275;2275;COLEGIO NACIONAL MANUEL FERREIRA;6;5;14;1;YEGROS;CAAZAPA;COL.PATRICIO COLMAN;13089M2;13089;2014
2276;2276;ESC. BAS. Nº 143;6;6;1;1;GRAL.MORINIGO;CAAZAPA;MUNICIPIO;10.000M2;10000;2014
2277;2277;ESC. BAS. Nº 3005 GRAL.HIGINIO MORINIGO;6;6;2;1;GRAL.MORINIGO;CAAZAPA;COL.GRAL.MORINIGO-KM 43;2.490,6756M2;2490;2014
2278;2278;ESC. BAS. Nº 618;6;6;3;1;GRAL.MORINIGO;CAAZAPA;COL.GRAL.MORINIGO-PINDOYU;8.884,7550M2;8884;2014
2279;2279;COLEGIONAC. PINDOYU;6;6;4;1;GRAL.MORINIGO;CAAZAPA;COL.GRAL.MORINIGO-PINDOYU;7.522,7668M2;7522;2014
2280;2280;M.E.C.;6;6;5;1;GRAL.MORINIGO;CAAZAPA;COL.GRAL.MORINIGO;10.005M2;10005;2014
2281;2281;ESC. BAS. Nº 2369 PROF. PORFIRIO CHAMORRO;6;6;6;1;GRAL.MORINIGO;CAAZAPA;Bº DURAZNO;15.000M2;15000;2014
2282;2282;COLEGIO NACIONAL SANTA MARIA;6;6;7;1;GRAL.MORINIGO;CAAZAPA;COL.GRAL.MORINIGO-SANTA MARIA;3.491,0427M2;3491;2014
2283;2283;ESC. BAS. Nº 534;6;6;8;1;GRAL.MORINIGO;CAAZAPA;COL.GRAL.MORINIGO-SANTA MARIA;3.861,0933M2;3861;2014
2284;2284;ESC. BAS. Nº 2370 PADRES UNIDOS;6;6;9;1;GRAL.MORINIGO;CAAZAPA;PATIÑO;10.000M2;10000;2014
2285;2285;ESC. BAS. Nº 2370 PADRES UNIDOS;6;6;9;2;GRAL.MORINIGO;CAAZAPA;COL.GRAL.MORINIGO;10.000M2;10000;2014
2286;2286;COLEGIO NACIONAL GRAL. HIGINIO MORINIGO;6;6;10;1;GRAL.MORINIGO;CAAZAPA;MUNICIPIO;5.000M2;5000;2014
2287;2287;ESC. BAS. Nº 549;6;6;11;1;GRAL.MORINIGO;CAAZAPA;COL.GRAL.MORINIGO-SAN ANTONIO;7.734,3844M2;7734;2014
2288;2288;"ESC. BAS. Nº 6800 ""DON JOSE NICOLAS MEDINA BRIZUELA""";6;6;12;1;GRAL.MORINIGO;CAAZAPA;CÑIA. COSTA ESPERANZA;10.000M2;10000;2014
2289;2289;ESC. BAS. Nº 4373;6;7;1;1;CNEL. MACIEL;CAAZAPA;COL.SAN MIGUEL-SOLALINDE;5.338,5295M2;5338;2014
2290;2290;ESC. BAS. Nº 769 BIENVENIDO IBARRA;6;7;2;1;CNEL. MACIEL;CAAZAPA;COL.VALOIS RIVAROLA-ZANJA PYTA;10.001,1768M2;10001;2014
2291;2291;ESC. BAS. Nº 2494 Y LIC. NAC. ZANJA PYTA;6;7;3;1;CNEL. MACIEL;CAAZAPA;COL.VALOIS RIVAROLA-ZANJA PYTA;10.000M2;10000;2014
2292;2292;ESC. BAS. Nº 535 DR.ANTOLIN IRALA;6;7;4;1;CNEL. MACIEL;CAAZAPA;COL.CARACARA I;10.445,8716M2;10445;2014
2293;2293;ESC. BAS. Nº 1642;6;7;5;1;CNEL. MACIEL;CAAZAPA;COL.SAN MIGUEL-YBYRA CAIGUE;4.940,0128M2;4940;2014
2294;2294;ESC. BAS. Nº 4378 SAN FRANCISCO;6;7;6;1;CNEL. MACIEL;CAAZAPA;COL.SAN FRANCISCO;9.320,6609M2;9320;2014
2295;2295;ESC. BAS. Nº 4372;6;7;7;1;CNEL. MACIEL;CAAZAPA;CARACARA;12.226,2779M2;12226;2014
2296;2296;COLEGIO NAC. PROF.ELSA VERON DE PORTILLO;6;7;8;1;CNEL. MACIEL;CAAZAPA;SAN MIGUEL POSADA;3.100 M2;3100;2014
2297;2297;ESC. BAS. Nº 173 MONSEÑOR JUAN SINFORIANO B.;6;7;9;1;CNEL. MACIEL;CAAZAPA;SAN MIGUEL POSADA;3844, 3428 M2;38443428;2014
2298;2298;ESC. BAS. Nº 4377 VIRGEN DE FATIMA;6;7;10;1;CNEL. MACIEL;CAAZAPA;MAYOR NICOLAS ARGUELLO;9.320 M2;9320;2014
2299;2299;ESC. BAS. Nº 666;6;7;11;1;CNEL. MACIEL;CAAZAPA;SAN MIGUEL POSADA;1 HA.;10000;2014
2300;2300;ESC. BAS. Nº 61 CNEL ABDON PALACIOS;6;7;12;1;CNEL. MACIEL;CAAZAPA;MUNICIPIO;9507.5743M2;95075743;2014
2301;2301;ESC. BAS. Nº 3002;6;8;1;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.DOMINGO M. DE IRALA-YBU;17.170,6M2;17170;2014
2302;2302;ESC. BAS. Nº 222;6;8;2;1;SAN JUAN NEPOMUCENO;CAAZAPA;MBURICA POTRERO;2.210 M2;2210;2014
2303;2303;ESC. BAS. Nº 3001;6;8;3;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.D.MARTINES DE IRALA-ÑU PYAJHU;10.000M2;10000;2014
2304;2304;ESC. BAS. Nº 174 Y COLEGIONAC.DEFENSORES DEL CHACO;6;8;4;1;SAN JUAN NEPOMUCENO;CAAZAPA;MUNICIPIO;16.874,01M2;16874;2014
2305;2305;ESC. BAS. Nº 942 SAN CARLOS;6;8;5;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.ROGELIO R. BENITEZ;10.000M2;10000;2014
2306;2306;ESC. BAS. Nº 4238 VIRGEN DE FATIMA;6;8;6;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.ROGELIO R. BENITEZ-SAN CARLOS;9.770M2;9770;2014
2307;2307;ESC. BAS. Nº 12967;6;8;7;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.IGNACIO A.PANE;6.586,8585M2;6586;2014
2308;2308;ESC. BAS. Nº 1295 SAN JUAN BAUTISTA;6;8;8;1;SAN JUAN NEPOMUCENO;CAAZAPA;COLONIA;10.000M2;10000;2014
2309;2309;ESC. BAS. Nº 1792 APOSTOL SANTIAGO;6;8;9;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.IGNACIO A.PANE-POTRERO SANTIAGO;8.100M2;8100;2014
2310;2310;COLEGIO NACIONAL JUAN PABLO I;6;8;10;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.IGNACIO A.PANE-SAN BENITO;9.994,4748M2;9994;2014
2311;2311;ESC. BAS. Nº 5148 SAN AGUSTIN;6;8;11;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.R.BENITEZ-ARROYO MOROTI-SAN AG.;10.000M2;10000;2014
2312;2312;ESC. BAS. Nº 1791 IGNACIO CRISTALDO;6;8;12;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.D.MARTINEZ DE IRALA-ÑU PYAJHU;5.824,4499M2;5824;2014
2313;2313;M.E.C.;6;8;13;1;SAN JUAN NEPOMUCENO;CAAZAPA;MUNICIPIO;1.072,5M2;1072;2014
2314;2314;ESC. BAS. Nº 2587;6;8;14;1;SAN JUAN NEPOMUCENO;CAAZAPA;TORO BLANCO;10.000M2;10000;2014
2315;2315;M.E.C.;6;8;15;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.ROGELIO BENITEZ;10.000M2;10000;2014
2316;2316;COLEGIONAC.SAN JUANNEPOMUCENO Y DEF.DEL CHACO;6;8;16;1;SAN JUAN NEPOMUCENO;CAAZAPA;MUNICIPIO;17.900M2;17900;2014
2317;2317;ESC. BAS. Nº 12996 SAN JOSE;6;8;17;1;SAN JUAN NEPOMUCENO;CAAZAPA;FARIÑA CUE;10000M2;10000;2014
2318;2318;COLEGIO NACIONAL SAN ISIDRO LABRADOR ANTERIORMENTE (KAUNDY CUE);6;8;18;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.IGNACIO A.PANE;10.754,5678M2;10754;2014
2319;2319;ESC. BAS. Nº 548 ISMAEL SARUBBI;6;8;19;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.D.MARTINEZ DE IRALA-YACUBO;13.900M2;13900;2014
2320;2320;ESC. BAS. Nº 943;6;8;20;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.CUARAJHY RESE;6.654,4731M2;6654;2014
2321;2321;ESC. BAS. Nº 542 LUCIANO ZACARIAS;6;8;21;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.D.MARTINEZ DE IRALA-ÑURUNDAY;20.000M2;20000;2014
2322;2322;COLEGIONAC. SAN CARLOS;6;8;22;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.ROGELIO BENITEZ-SAN CARLOS;7.524,1780M2;7524;2014
2323;2323;ESC. BAS. Nº 5176;6;8;23;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.SAN LORENZO DEL TAYAI;12.892,7693M2;12892;2014
2324;2324;ESC. BAS. Nº 3226 NIñOS JESúS;6;8;24;1;SAN JUAN NEPOMUCENO;CAAZAPA;VILLA TITO FIRPO-SAN PABLO;13.456M2;13456;2014
2325;2325;ESC. BAS. Nº 4247 PAULO VI;6;8;25;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.IGNACIO A.PANE-SAN BENITO;10.344,2814M2;10344;2014
2326;2326;ESC. BAS. Nº 1793 SANTA ROSA DE LIMA;6;8;26;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.IGNACIO A.PANE-PINDO I;12.500M2;12500;2014
2327;2327;ESC. BAS. Nº 1193;6;8;27;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.IGNACIO A.PANE-PINDO I;14.654,4615M2;14654;2014
2328;2328;ESC. BAS. Nº 1790;6;8;28;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.JOSE MARIA ARGAÑA-MBURICAI;10.083,5040M2;10083;2014
2329;2329;ESC. BAS. Nº 1767 SANTO DOMINGO DE GUZMAN;6;8;29;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.DON ENGELBERTO;7.842,4138M2;7842;2014
2330;2330;LIC.NAC.SAN AGUSTIN;6;8;30;1;SAN JUAN NEPOMUCENO;CAAZAPA;SAN AGUSTIN;10.000M2;10000;2014
2331;2331;ESC. BAS. Nº 6784;6;8;31;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.DR. IGNACIO A. PANE-CIERVO CUA;9.848,4238M2;9848;2014
2332;2332;ESC. BAS. Nº 2189 SAN GERARDO;6;8;32;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.IGNACIO A. PANE-SANJA CORA;4.188M2;4188;2014
2333;2333;ESC. BAS. Nº 4637 LAZARO MEDINA;6;8;33;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.TAVA-I  ITA;1 HA.375 M2;10000;2014
2334;2334;ESC. VILLA TITO FIRPO.;6;8;34;1;SAN JUAN NEPOMUCENO;CAAZAPA;LUGAR DON PABLO.;10000 M2.;10000;2014
2335;2335;ESC. BAS. Nº 1789;6;8;35;1;SAN JUAN NEPOMUCENO;CAAZAPA;COLONIA DR. IGNACIO A. PANE.;9015,8063 M2.;9015;2014
2336;2336;ESC DE TORO BLANCO;6;8;36;1;SAN JUAN NEPOMUCENO;CAAZAPA;SAN JUAN NEPOMUCENO;3 HA;30000;2014
2337;2337;"LICEO NACIONAL ""SAN FRANCISCO""";6;8;37;1;SAN JUAN NEPOMUCENO;CAAZAPA;CUARAJHY RESE;60655 M2;60655;2014
2338;2338;ESC. BAS. Nº 4248 NIÑOS MARTIRES DE ACOSTA ÑU;6;8;38;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.IGNACIO A. PANE;1 HA.;10000;2014
2339;2339;ESC. BAS. Nº 6786;6;8;39;1;SAN JUAN NEPOMUCENO;CAAZAPA;CNIA.DOMINGO MARTINEZ DE IRALA;1 HA.;10000;2014
2340;2340;ESC. BAS. Nº 2998;6;8;40;1;SAN JUAN NEPOMUCENO;CAAZAPA;DOMINGO MARTINEZ DE IRALA;8.890 M2;8890;2014
2341;2341;ESC. BAS. Nº 4245 SAN LUIS;6;8;41;1;SAN JUAN NEPOMUCENO;CAAZAPA;BARRIO SAN LUIS;1616,6M2;1616;2014
2342;2342;ESC. BAS. Nº 6943;6;8;42;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.KUARAJHU RESE-SAN FRANCISCO;2542.8865M2;25428865;2014
2343;2343;ESC. BAS. Nº 4244 SAN RAMON;6;8;43;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.DR.IGNACIO A. PANE-ZANJA CORA;2034.5408M2;20345408;2014
2344;2344;ESC. BAS. Nº 6788;6;8;44;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.COEYU RORY-CRISTAL;10000M2;10000;2014
2345;2345;ESC. BAS. Nº 5117 LAZARO DE RIVERA;6;8;45;1;SAN JUAN NEPOMUCENO;CAAZAPA;BARRIO SAN JOSE;10948M2;10948;2014
2346;2346;ESC. BAS. Nº 1562;6;8;46;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL. DR.IGNACIO APANE;19714,6470M2.;19714647;2014
2347;2347;ESC. BAS. Nº 5128;6;8;47;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.IGNACIO A. PANE-KAUNDYGUEI;10000M2;10000;2014
2348;2348;ESC. BAS. Nº 2588;6;8;49;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL. KUARAJHY RESE;7913,3709 M2;7913;2014
2349;2349;ESC. BAS. Nº 4240;6;8;50;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL. KUARAJHU RESE;1800M2;1800;2014
2350;2350;"SUPERVISIÓN DE EDUC.ESC.BASICA ZONA ""B""";6;8;51;1;SAN JUAN NEPOMUCENO;CAAZAPA;MUNICIPIO;1000M2;1000;2014
2351;2351;LICEO NACIONAL SAN BLAS;6;8;52;1;SAN JUAN NEPOMUCENO;CAAZAPA;COLONIA;10000M2;10000;2014
2352;2352;ESC. BAS. Nº 6926 MARIA AUXILIADORA;6;8;53;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.KUARAJHY RESE-SAN FRANCISCO;4936.6081M2;49366081;2014
2353;2353;LICEO NACIONAL ÑU PYAJHU;6;8;54;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.DR. IGNACIO A. PANE-ÑU PYAJHU;12038.6880M2;120386880;2014
2354;2354;ESC. BAS. Nº 6792;6;8;55;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.IGNACIO A PANE-YPANE;14498M2;14498;2014
2355;2355;ESC ESPIRITU SANTO;6;8;56;1;SAN JUAN NEPOMUCENO;CAAZAPA;SAN CRISTOBAL;10000M2;10000;2014
2356;2356;ESC. BAS. Nº 5127;6;8;57;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.DMGO MARTINEZ DE IRALA-ZANJA PY;5160M2;5160;2014
2357;2357;ESC. BAS. Nº 4226;6;8;58;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.KUARAJHY RESE;5000M2;5000;2014
2358;2358;ESC. BAS. Nº 5128 SANTA CATALINA;6;8;59;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL.SANTA CATALINA-KAUNDYGUE-I;10000M2;10000;2014
2359;2359;INSTITUTO DE FORMACION DOCENTE TEKO PORA REKAVO;6;8;60;1;SAN JUAN NEPOMUCENO;CAAZAPA;MUNICIPIO;2500M2;2500;2014
2360;2360;ESC. BAS. Nº 2590 SAN BLAS;6;8;61;1;SAN JUAN NEPOMUCENO;CAAZAPA;COL. ROGELIO R. BENITEZ-SAN BLAS KM 16;10000M2;10000;2014
2361;2361;COLEGIONAC. DE TAVAI;6;9;1;1;TAVAI;CAAZAPA;MUNICIPIO;7.200M2;7200;2014
2362;2362;ESC. BAS. Nº 5166 DON LEONARDO MARTINEZ;6;9;2;1;TAVAI;CAAZAPA;COL.YBOTY ÑU-CASTOR CUE;38.800M2;38800;2014
2363;2363;ESC. BAS. Nº 941;6;9;3;1;TAVAI;CAAZAPA;MUNICIPIO;2.400M2;2400;2014
2364;2364;ESC COLEGIOM.AUXILIADORA;6;9;4;1;TAVAI;CAAZAPA;COL.MARIA AUXILIADORA-REPLAN;9.824,3284M2;9824;2014
2365;2365;LIC.NAC.YVYHATI;6;9;5;1;TAVAI;CAAZAPA;YVATI;10.720,33M2;10720;2014
2366;2366;ESC. BAS. Nº 3491 SAN ANTONIO DE PADUA;6;9;6;1;TAVAI;CAAZAPA;COL.M.AUXILIADORA-REPLANT;5.001,8936M2;5001;2014
2367;2367;ESC. BAS. Nº 4271 BERNARDO PEREIRA;6;9;7;1;TAVAI;CAAZAPA;COL.DR.LEANDRO PRIETO YEGROS;8.961,3869M2;8961;2014
2368;2368;M.E.C.;6;9;8;1;TAVAI;CAAZAPA;COL.TEMBIAPO RENDA;10.000M2;10000;2014
2369;2369;ESC. BAS. Nº 3008;6;9;9;1;TAVAI;CAAZAPA;COL.MARIA AUXILIADORA;9.983M2;9983;2014
2370;2370;ESC. BAS. Nº 3008;6;9;9;2;TAVAI;CAAZAPA;MARIA AUXILIADORA;9.983 M2;9983;2014
2371;2371;ESC. BAS. Nº 6335 SAN MIGUEL ARCANGEL;6;9;10;1;TAVAI;CAAZAPA;ENRAMADITA;5.500 M2;5500;2014
2372;2372;ESC. BAS. Nº 1631 SAN ISIDRO LABRADOR Y COLEGIO NACIONAL ENRAMADITA;6;9;11;1;TAVAI;CAAZAPA;ENRAMADITA;1 HA.6.706 M2;10000;2014
2373;2373;ESC. BAS. N° 6341 SAN ANTONIO DE PADUA;6;9;12;1;TAVAI;CAAZAPA;DON TULIO;9969.53M2;996953;2014
2374;2374;SUPERVISIÓN ADMINISTRATIVA REGION 5 CAAZAPA;6;9;13;1;TAVAI;CAAZAPA;MUNICIPIO;800M2;800;2014
2375;2375;ESC. BAS. Nº 5167;6;9;14;1;TAVAI;CAAZAPA;COL.DR.L.PRIETO YEGROS - YBYTY CORA;9993.2513M2;99932513;2014
2376;2376;ESC. BAS. Nº 5172;6;9;15;1;TAVAI;CAAZAPA;YVYATY - SAN AGUSTIN;10000M2;10000;2014
2377;2377;ESC. BAS. Nº 6347;6;9;16;1;TAVAI;CAAZAPA;COL.YBOTY-ÑU-SAN ANTONIO;9987.7755M2;99877755;2014
2378;2378;ESC. BAS. Nº 6344 VIRGEN DE FATIMA;6;9;17;1;TAVAI;CAAZAPA;AREGUA;10005.2200M2;100052200;2014
2379;2379;ESC. BAS. Nº 7190;6;9;18;1;TAVAI;CAAZAPA;COL. ARROYO CLARO GUAZU;9868,3299M2;9868;2014
2380;2380;ESC. BAS. Nº 5169;6;9;19;1;TAVAI;CAAZAPA;CÑIA. TORO BLANCO-VALLEI O YVYATI;3969M2;3969;2014
2381;2381;ESC. BAS. Nº 6340 SAN SEBASTIAN;6;9;20;1;TAVAI;CAAZAPA;CÑIA. LOS CEDROS;10,000M2;10;2014
2382;2382;LIC.NAC.YUTY;6;10;1;1;YUTY;CAAZAPA;CÑIA.CAPIITINDY;5.687,2147M2;5687;2014
2383;2383;M.E.C.;6;10;2;1;YUTY;CAAZAPA;MUNICIPIO;318.7313M2;3187313;2014
2384;2384;ESC. BAS. Nº 146 Y COLEGIO NACIONAL SANTA BARBARA;6;10;3;1;YUTY;CAAZAPA;SANTA BARBARA;22.233,0529M2;22233;2014
2385;2385;ESC. BAS. Nº 1941;6;10;4;1;YUTY;CAAZAPA;POTRERO ANTEOJO;2.304M2;2304;2014
2386;2386;ESC. BAS. Nº 1941;6;10;4;2;YUTY;CAAZAPA;POTRERO ANTEOJO;2.208M2;2208;2014
2387;2387;ESC. BAS. Nº 916;6;10;5;1;YUTY;CAAZAPA;COL.COMBER CUE-GUAZU CAI;4.371,4845M2;4371;2014
2388;2388;ESC. BAS. Nº 4221;6;10;6;1;YUTY;CAAZAPA;AYALA CUE;20.811M2;20811;2014
2389;2389;COLEGIONAC.DR.FELIPE MOLAS;6;10;7;1;YUTY;CAAZAPA;MUNICIPIO;18.460M2;18460;2014
2390;2390;ESC. BAS. Nº 1845;6;10;8;1;YUTY;CAAZAPA;CÑIA.SAN JUAN;4.658,8535M2;4658;2014
2391;2391;ESC. BAS. Nº 1630;6;10;9;1;YUTY;CAAZAPA;POTRERO CAPIITINDY;8.124M2;8124;2014
2392;2392;COLEGIONAC. POTRERO YBATE;6;10;10;1;YUTY;CAAZAPA;POTRERO YBATE;10.388,9681M2;10388;2014
2393;2393;ESC. DE LABORES DEP.ESC. BAS. Nº 426;6;10;11;1;YUTY;CAAZAPA;YARATI I;1.681,1650M2;1681;2014
2394;2394;ESC. BAS. Nº 426;6;10;12;1;YUTY;CAAZAPA;YARATI I;15.343,9252M2;15343;2014
2395;2395;ESC. BAS. Nº 310 Y LIC.NAC.POTRERO YBATE;6;10;13;1;YUTY;CAAZAPA;POTRERO YBATE;21.780,5914M2;21780;2014
2396;2396;ESC. BAS. Nº 4228;6;10;14;1;YUTY;CAAZAPA;DOLORES;10.012M2;10012;2014
2397;2397;ESC. BAS. Nº 63 DR. PEDRO ZARZA;6;10;15;1;YUTY;CAAZAPA;MUNICIPIO;16.874,01M2;16874;2014
2398;2398;M.E.C.;6;10;16;1;YUTY;CAAZAPA;YUTY;;0;2014
2399;2399;LICEO NACIONAL TACUAREMBOIY;6;10;17;1;YUTY;CAAZAPA;COLONIA COMBER-CUE;1 HA.589 M2;10000;2014
2400;2400;ESC. BAS. Nº 2497;6;10;18;1;YUTY;CAAZAPA;TATUCUA;1 HA. 1693 M2;10000;2014
2401;2401;ESC. BAS. Nº 880;6;10;19;1;YUTY;CAAZAPA;COL.COMBER CUE;1.0072,7656M2;10072;2014
2402;2402;ESC. BAS. Nº 964;6;10;20;1;YUTY;CAAZAPA;COL. KUARAJHY RESE;3.339M2;3339;2014
