id;numero;nombre_institucion;depto;dist;cod1;cod2;distrito;departamento;localidad;superficie_texto;superficie;anho
1;1;COLEGIO NACIONAL PRESIDENTE CARLOS A. LOPEZ;1;1;2;1;BELEN;CONCEPCION;MUNICIPIO;20000M2;20000;2014
2;2;ESC. BAS. Nº 2098 NIÑO SALVADOR;1;1;3;1;BELEN;CONCEPCION;COL.EMILIO PEREIRA-MANZ NIÑO SALVAD;20894.1167M2;208941167;2014
3;3;ESC. BAS. Nº 253 TEOFILO MIRANDA Y LIC.NAC.;1;1;4;1;BELEN;CONCEPCION;COL.FDO DE LA MORA;20.000 M2;20000;2014
4;4;ESC. BAS. Nº 1774;1;1;5;1;BELEN;CONCEPCION;TORALES CUE;10.000 M2;10000;2014
5;5;ESC. BAS. Nº 1500 PTE. CNEL. RAFAEL FRANCO;1;1;6;1;BELEN;CONCEPCION;COL.EMILIO R.PERIERA-MANZ KM 28-31;6120 M2;6120;2014
6;6;ESC. BAS. Nº 1331 Y LIC.NAC SANTA ELENA;1;1;7;1;BELEN;CONCEPCION;COL.EMILIO PEREIRA-MANZ SANTA ELENA;16.160 M2;16160;2014
7;7;ESC. BAS. Nº 768;1;1;8;1;BELEN;CONCEPCION;COL.FDO DE LA MORA;20.000 M2;20000;2014
8;8;ESC. BAS. Nº 1889;1;1;9;1;BELEN;CONCEPCION;COL.EMILIO R. PEREIRA;19.505,0516M2;19505;2014
9;9;ESC. BAS. Nº 4956;1;1;10;1;BELEN;CONCEPCION;COL.EMILIO PEREIRA-MANZ.SANTA CRUZ;10554,6246 M2;10554;2014
10;10;ESC. BAS. Nº 2107;1;1;11;1;BELEN;CONCEPCION;COL.EMILIOR.PEREIRA-MANZ LAGUNA;1.250 M2;1250;2014
11;11;ESC. BAS. Nº 2099;1;1;12;1;BELEN;CONCEPCION;COL.EMILIO.PEREIRA-MANZ SANTA CRUZ;14256.3798M2;142563798;2014
12;12;ESC. BAS. Nº 2093 SAN LUYIS GONZAGA Y COLEGIO NACIONAL SANTA ELENA;1;1;13;1;BELEN;CONCEPCION;COL.EMILIO PEREIRA-MANZ SAN NICOLAS;21917.9059M2;219179059;2014
13;13;ESC. BAS. Nº 4955 PROF. DR. LUIS MARIA ARGAÑA;1;1;14;1;BELEN;CONCEPCION;COL.EMILIO R.PEREIRA-MANZ KM 28-31;9.135 M2;9135;2014
14;14;ESC. BAS. Nº 2100;1;1;15;1;BELEN;CONCEPCION;COL.EMILIO R.PEREIRA-JHUGUA OCAMPO;9987,0413 M2;9987;2014
15;15;ESC. BAS. Nº 1775;1;1;16;1;BELEN;CONCEPCION;COL.FDO DE MORA-MANZ PASO URUNDEY;10118 M2;10118;2014
16;16;ESC. BAS. Nº 1776 Y COLEGIO NACIONAL PEDRO B. ALVARENGA;1;1;17;1;BELEN;CONCEPCION;COL.FDO DE LA MORA;2 HA.;20000;2014
17;17;ESC. BAS. Nº 1786 VIRGINIA OSORIO ESTIGARRIBIA;1;1;18;1;BELEN;CONCEPCION;COL.GRAL.DIAZ - POTRERITO;20.000M2;20000;2014
18;18;ESC. BAS. Nº 6689 JUAN CECILIO MONTANIA;1;1;19;1;BELEN;CONCEPCION;SANTA ELENA-COL.EMILIO R. PEREIRA;4.000M2;4000;2014
19;19;ESC. BAS. Nº 187;1;1;20;1;BELEN;CONCEPCION;MUNICIPIO;30000M2;30000;2014
20;20;ESCUELA COL. FERNANDO DE LA MORA;1;1;21;1;BELEN;CONCEPCION;COL.FDO.DE LA MORA-PEGUAJHO MI;12169.3762M2;121693762;2014
21;21;ESC. BAS. Nº 1775;1;1;22;1;BELEN;CONCEPCION;COL.FDO.DE LA MORA;10120.1734M2;101201734;2014
22;22;ESC. BAS. Nº  1777 SANTO REY;1;1;23;1;BELEN;CONCEPCION;COL.FDO. DE LA MORA KM 16;4198.7373M2;41987373;2014
23;23;ESC. BAS. Nº 2101 WALTER ROGELIO CAVE GAVILAN;1;1;24;1;BELEN;CONCEPCION;COL.FDO. DE LA MORA;15.229,5116M2;15229;2014
24;24;ESC. BAS. Nº 6692 NIÑO JESUS;1;1;25;1;BELEN;CONCEPCION;MANZANA PEGUAJHOMI;4.023,6341 M2;4023;2014
25;25;ESC SALVADOR DEL MUNDO;1;1;26;1;BELEN;CONCEPCION;COL.FERNANDO DE LA MORA;3224.7237M2;32247237;2014
26;26;ESC. BAS. Nº 1785;1;2;1;1;CONCEPCION1;CONCEPCION;GRAL. DIAZ;9381 M2;9381;2014
27;27;CENTRO INTEGRAL EDUCATIVO NUEVO AMANECER;1;2;2;1;CONCEPCION1;CONCEPCION;CONCEPCION;1654,51 M2;1654;2014
28;28;ESC. BAS. Nº 592;1;2;3;1;CONCEPCION1;CONCEPCION;ROMERO POTRERO;22.605 M2;22605;2014
29;29;ESC.SUPERIOR Nº 186 JORGE S. MIRANDA;1;2;4;1;CONCEPCION1;CONCEPCION;CONCEPCION;;0;2014
30;30;M.E.C.;1;2;5;1;CONCEPCION1;CONCEPCION;CALERA SAN PEDRO;2500 M2;2500;2014
31;31;ESC. BAS. Nº 27 Y COLEGIONAC.AGUSTIN DE PINEDO;1;2;6;1;CONCEPCION1;CONCEPCION;CONCEPCION;8.500 M2;8500;2014
32;32;ESC. BAS. Nº 294 GASPAR RODRIGUEZ DE FRANCIA;1;2;7;1;CONCEPCION1;CONCEPCION;ABASTO CUE;10.000 M2;10000;2014
33;33;ESC. BAS. Nº 500 Y LIC.NAC. SANTA CATALINA;1;2;8;1;CONCEPCION1;CONCEPCION;JYUGUA OCAMPO;20.000 M2;20000;2014
34;34;ESC. BAS. Nº 2088;1;2;9;1;CONCEPCION1;CONCEPCION;SAN ANTONIO;3750 M2;3750;2014
35;35;ESC. BAS. Nº 840;1;2;10;1;CONCEPCION1;CONCEPCION;COE PORA;20.000 M2;20000;2014
36;36;CENTRO REGIONAL DE EDUCACION;1;2;11;1;CONCEPCION1;CONCEPCION;ABASTO CUE;10.000 M2;10000;2014
37;37;CENTRO REGIONAL DE EDUCACION;1;2;11;2;CONCEPCION1;CONCEPCION;MUNICIPIO;34000M2;34000;2014
38;38;ESC. BAS. Nº 841;1;2;12;1;CONCEPCION1;CONCEPCION;COE PORA;10.550 M2;10550;2014
39;39;ESC. BAS. Nº 841;1;2;12;2;CONCEPCION1;CONCEPCION;COE PORA;;0;2014
40;40;ESC. BAS. Nº 2086;1;2;13;1;CONCEPCION1;CONCEPCION;GRAL. DIAZ;19.600 M2;19600;2014
41;41;ESC. BAS. Nº 2085;1;2;14;1;CONCEPCION1;CONCEPCION;GRAL. DIAZ;15.000 M2;15000;2014
42;42;ESC. BAS. Nº 2085;1;2;14;2;CONCEPCION1;CONCEPCION;COLONIA GRAL.DIAZ;20000M2;20000;2014
43;43;ESC. BAS. Nº 838;1;2;15;1;CONCEPCION1;CONCEPCION;EMILIO PEREIRA;19.022 M2;19022;2014
44;44;ESC. BAS. Nº 2582;1;2;16;1;CONCEPCION1;CONCEPCION;CORONEL MONGES;10.000 M2;10000;2014
45;45;ESC. BAS. Nº 2087;1;2;17;1;CONCEPCION1;CONCEPCION;GRAL. DIAZ;19.685 M2;19685;2014
46;46;ESC. BAS. Nº 2460 NIÑO MILAGROSO;1;2;18;1;CONCEPCION1;CONCEPCION;CHOFERES DEL CHACO;10.000 M2;10000;2014
47;47;ESC. BAS. Nº 4912 GUSTAVO AGUSTIN GIMENEZ;1;2;19;1;CONCEPCION1;CONCEPCION;BARRIO VILLA OLIVA;1680 M2;1680;2014
48;48;ESC. BAS. Nº 2322 MARISCAL FRANCISCO S. LOPEZ;1;2;20;1;CONCEPCION1;CONCEPCION;SARGENTO JOSE LOPEZ;18.115 M2;18115;2014
49;49;ESC. BAS. Nº 1722 Y COLEGIO NACIONAL CURUZU ÑU;1;2;21;1;CONCEPCION1;CONCEPCION;CURUZU ÑU;15.000 M2;15000;2014
50;50;ESC. BAS. Nº 595;1;2;22;1;CONCEPCION1;CONCEPCION;GRAL. DIAZ;13.024 M2;13024;2014
51;51;ESC;1;2;23;1;CONCEPCION1;CONCEPCION;COL.COE PORA - PASTORIL;7608.2841M2;76082841;2014
52;52;ESC. BAS. Nº 4933 SAN JOSE OBRERO;1;2;24;1;CONCEPCION1;CONCEPCION;COLONIA AQUIDABAN;;0;2014
53;53;ESC. BAS. Nº 2096;1;2;25;1;CONCEPCION1;CONCEPCION;MARIA AUXILIADORA;2.500 M2;2500;2014
54;54;ESC. BAS. Nº 2096;1;2;25;2;CONCEPCION1;CONCEPCION;COL.MARIA AUXILIADORA-SAN JUAN;19.348M2;19348;2014
55;55;ESC. BAS. Nº 2091;1;2;26;1;CONCEPCION1;CONCEPCION;COLONIA EMILIO ROMERO PEREIRA;10370M2;10370;2014
56;56;ESC. BAS. Nº 4343 DR. RAUL PEÑA Y COLEGIO NACIONAL;1;2;27;1;CONCEPCION1;CONCEPCION;ALFONSO CUE.;7500 M2.;7500;2014
57;57;ESC. BAS. Nº 4922;1;2;28;1;CONCEPCION1;CONCEPCION;COLONIA CNEL. JOSE MONGELOZ.;1H0078,0680M2;10000;2014
58;58;ESC. BAS. Nº 6871 VIRGEN DEL ROSARIO;1;2;29;1;CONCEPCION1;CONCEPCION;MUNICIPIO;6952M2;6952;2014
59;59;ESC. BAS. Nº 2094;1;2;30;1;CONCEPCION1;CONCEPCION;EMILIO ROMERO PEREIRA;702 M2;702;2014
60;60;ESC. BAS. Nº 2094;1;2;30;2;CONCEPCION1;CONCEPCION;COL.EMILIO R. PEREIRA-MANZ SAN BLAS;10257.5384M2;102575384;2014
61;61;LIC.NAC.SAN BLAS;1;2;31;1;CONCEPCION1;CONCEPCION;EMILIO R.PEREIRA;8.671 M2;8671;2014
62;62;ESC. BAS. Nº 2075;1;2;32;1;CONCEPCION1;CONCEPCION;PICADA CARDUZ-COSTA ALEGRE;6.000 M2;6000;2014
63;63;ESC. BAS. Nº 1784;1;2;33;1;CONCEPCION1;CONCEPCION;BARRIO SAN JORGE;1 HA.4.496 M2;10000;2014
64;64;ESC. BAS. Nº 1800;1;2;34;1;CONCEPCION1;CONCEPCION;SGTO.JOSE FELIX LOPEZ;1 HA.683 M2;10000;2014
65;65;COLEGIO NACIONAL SAN ROQUE DE POTRERITO;1;2;35;1;CONCEPCION1;CONCEPCION;COLONIA GRAL.DIAZ-POTRERITO;2245M2;2245;2014
66;66;ESC. BAS. Nº 1732;1;2;39;1;CONCEPCION1;CONCEPCION;JORGE S.MIRANDA;9.200 M2;9200;2014
67;67;ESC. BAS. Nº 358 MAYOR ENRIQUE PLANAS;1;2;40;1;CONCEPCION1;CONCEPCION;MUNICIPIO;1 HA.;10000;2014
68;68;ESC. BAS. Nº 6991 VIRGEN DE FATIMA;1;2;41;1;CONCEPCION1;CONCEPCION;COL.1 DE MAYO;3392.8491M2;33928491;2014
69;69;ESC. BAS. Nº 2090;1;2;42;1;CONCEPCION1;CONCEPCION;COL.EMILIO PEREIRA-SAN JOSE;27.334,7404M2;27334;2014
70;70;ESC. BAS. Nº 15308;1;2;44;1;CONCEPCION1;CONCEPCION;COLONIA PASO BARRETO - ISLA TUYU;2061.4465M2;20614465;2014
71;71;ESC. BAS. Nº 15251;1;2;46;1;CONCEPCION1;CONCEPCION;COL.PASO BARRETO INMACULADA;3586.4076M2;35864076;2014
72;72;ESC. BAS. Nº 2670;1;2;47;1;CONCEPCION1;CONCEPCION;COL.ROBERTO L. PETIT-JHUGUA TUBO;6738.4538M2;67384538;2014
73;73;ESC. BAS. Nº 3229 JORGE SEBASTIAN MIRANDA;1;2;48;1;CONCEPCION1;CONCEPCION;COL. JORGE S. MIRANDA- JHUGUÁ ÑANDÚ;10000M2;10000;2014
74;74;ESC. BAS. Nº 6860 MARIA DEL ROSARIO TORRES ARGUELLO;1;2;49;1;CONCEPCION1;CONCEPCION;BARRIO PRIMAVERA;1000M2;1000;2014
75;75;ESC. BAS. Nº 6860 MARIA DEL ROSARIO TORRES ARGUELLO;1;2;49;2;CONCEPCION1;CONCEPCION;BARRIO PRIMAVERA;543M2;543;2014
76;76;LICEO NACIONAL CNEL. MONGELOS;1;2;50;1;CONCEPCION1;CONCEPCION;CÑIA.CNEL. MONGELOS;10000M2;10000;2014
77;77;ESC. BAS. Nº 7282 SAN ISIDRO LABRADOR;1;2;51;1;CONCEPCION1;CONCEPCION;MUNICIPIO;938M2;938;2014
78;78;ESC. BAS. Nº 1311 Y COLEGIO NACIONAL MARTIRES DE CERRO CORA;1;3;1;1;HORQUETA;CONCEPCION;HORQUETA;30.000 M2;30000;2014
79;79;ESC. BAS. Nº 28 Y COLEGIO NACIONAL PROCERES DE MAYO;1;3;2;1;HORQUETA;CONCEPCION;HORQUETA;10.000 M2;10000;2014
80;80;ESC. BAS. Nº 1779 SAN JOSE;1;3;3;1;HORQUETA;CONCEPCION;EPOPEYA NACIONAL;21.000 M2;21000;2014
81;81;ESC. BAS. Nº 2071;1;3;4;1;HORQUETA;CONCEPCION;COSTA CLAVEL;15.383 M2;15383;2014
82;82;ESC. BAS. Nº 2071;1;3;4;2;HORQUETA;CONCEPCION;COSTA CLAVEL;15383.8212M2;153838212;2014
83;83;ESC. BAS. Nº 1304 LEONISMO PARAGUAYO;1;3;5;1;HORQUETA;CONCEPCION;CERRO MEMBY;20.000 M2;20000;2014
84;84;ESC. BAS. Nº 2451;1;3;6;1;HORQUETA;CONCEPCION;ÑEPYTYVO;29.374 M2;29374;2014
85;85;ESC. BAS. Nº 4134;1;3;7;1;HORQUETA;CONCEPCION;COLONIA EPOPEYA NACIONAL;25.418 M2;25418;2014
86;86;ESC. BAS. Nº 519 ZAPADORES DEL CHACO;1;3;8;1;HORQUETA;CONCEPCION;HORQUETA;20.000 M2;20000;2014
87;87;ESC. BAS. Nº 4136 MARTIRES DE ACOSTA ÑU;1;3;9;1;HORQUETA;CONCEPCION;CERRO MEMBY;40.000 M2;40000;2014
88;88;M.E.C.;1;3;10;1;HORQUETA;CONCEPCION;EPOPEYA NACIONAL;20.000 M2;20000;2014
89;89;M.E.C.;1;3;11;1;HORQUETA;CONCEPCION;YBY YAU;15.000 M2;15000;2014
90;90;ESC. BAS. Nº 513 MCAL.ESTIGARRIBIA Y ALFAB.1-32;1;3;12;1;HORQUETA;CONCEPCION;JOSE BERGES;32.879 M2;32879;2014
91;91;COLEGIO NAC. MARISCAL LOPEZ;1;3;13;1;HORQUETA;CONCEPCION;TACUARA;9600 M2;9600;2014
92;92;ESC. BAS. Nº 1717 MARISCAL F.S. LOPEZ;1;3;14;1;HORQUETA;CONCEPCION;TACUARA;9940 M2;9940;2014
93;93;COLEGIO NAC. SAGRADO CORAZON DE JESUS;1;3;15;1;HORQUETA;CONCEPCION;COLONIA HERNANDARIAS;21566.5M2;215665;2014
94;94;COLEGIO NAC. SAGRADO CORAZON DE JESUS;1;3;15;2;HORQUETA;CONCEPCION;COLONIA HERNANDARIAS-JHUGUA GUAZU;17253.2M2;172532;2014
95;95;ESC. BAS. Nº 11433;1;3;16;1;HORQUETA;CONCEPCION;CERRO MEMBY;20.000 M2;20000;2014
96;96;ESC. BAS. Nº 1669 GRAL. FRANCISCO CABALLERO;1;3;17;1;HORQUETA;CONCEPCION;VY A PAVE;15.000 M2;15000;2014
97;97;ESC. BAS. Nº 2454 BEATO ROQUE GONZALEZ;1;3;18;1;HORQUETA;CONCEPCION;HORQUETA;10.000 M2;10000;2014
98;98;ESC. BAS. Nº 2666;1;3;19;1;HORQUETA;CONCEPCION;COLONIA JOSE BERGES;50.000 M2;50000;2014
99;99;ESC. BAS. Nº 2069;1;3;20;1;HORQUETA;CONCEPCION;COLONIA EMILIO ROMERO PEREIRA;19.048 M2;19048;2014
100;100;ESC. BAS. Nº 4333;1;3;21;1;HORQUETA;CONCEPCION;COLONIA JOSE BERGES;10.000 M2;10000;2014
101;101;ESC. BAS. Nº 2457;1;3;22;1;HORQUETA;CONCEPCION;CUERO FRESCO;9781,4760 M2;9781476;2014
102;102;LICEO NACIONAL PROF. JORGE S. MIRANDA;1;3;23;1;HORQUETA;CONCEPCION;HORQUETA;7499,56 M2;7499;2014
103;103;ESC. BAS. Nº 4332;1;3;24;1;HORQUETA;CONCEPCION;COLONIA JOSE BERGES;10.000 M2;10000;2014
104;104;ESC. BAS. Nº 1974;1;3;25;1;HORQUETA;CONCEPCION;COLONIA HERNANDARIAS;12.000 M2;12000;2014
105;105;ESC. BAS. Nº 4146 6 DE ENERO;1;3;26;1;HORQUETA;CONCEPCION;COLONIA 6 DE ENERO TACUARA;3.600 M2;3600;2014
106;106;ESC. BAS. Nº 1727 Y LIC.NAC. JHUGUA POI;1;3;27;1;HORQUETA;CONCEPCION;COLONIA HERNANDARIAS;22.278,8142M2;22278;2014
107;107;ESC. BAS. Nº 1715;1;3;28;1;HORQUETA;CONCEPCION;COLONIA JOSE BERGES;10.540 M2;10540;2014
108;108;ESC. BAS. Nº 6693;1;3;29;1;HORQUETA;CONCEPCION;COLONIA JOSE BERGES;10.000 M2;10000;2014
109;109;COLEGIO NACIONAL EMILIANO R. FERNANDEZ;1;3;30;1;HORQUETA;CONCEPCION;COLONIA VY A PAVE;19.919,2622M2;19919;2014
110;110;ESC. BAS. Nº 12031;1;3;31;1;HORQUETA;CONCEPCION;CUERO FRESCO;4438,7960 M2;4438796;2014
111;111;ESC. BAS. Nº 1704 PABLO EMILIANO QUEVEDO CORDERO Y COLEGIO NACIONAL;1;3;32;1;HORQUETA;CONCEPCION;DEPOSITO;4.000 M2;4000;2014
112;112;ESC. BAS. Nº 1709 DON CARLOS A. LOPEZ;1;3;33;1;HORQUETA;CONCEPCION;COLONIA EX COMBATIENTES;8040 M2;8040;2014
113;113;ESC. BAS. Nº 1706;1;3;34;1;HORQUETA;CONCEPCION;COLONIA HERNANDARIAS;10.472 M2;10472;2014
114;114;LICEO NACIONAL MAYOR J. OTAÑO;1;3;35;1;HORQUETA;CONCEPCION;COLONIA EX COMBATIENTES;9.800 M2;9800;2014
115;115;ESC. BAS. Nº 4344  GRAL. B. CABALLERO;1;3;36;1;HORQUETA;CONCEPCION;COLONIA DR. JUAN MANUEL FRUTOS;10.000 M2;10000;2014
116;116;ESC. BAS. Nº 4339  SANTO DOMINGO;1;3;37;1;HORQUETA;CONCEPCION;COLONIA CAPITAN SOSA;9.174,8789 M2;9174;2014
117;117;ESC. BAS. Nº 1716;1;3;38;1;HORQUETA;CONCEPCION;COLONIA DR. JUAN  M. FRUTOS;10.000 M2;10000;2014
118;118;ESC. BAS. DE LA CIA. GRAL. CABALLERO;1;3;39;1;HORQUETA;CONCEPCION;COLONIA DR. JUAN M. FRUTOS;3.780 M2;3780;2014
119;119;ESC. BAS. Nº 4137;1;3;40;1;HORQUETA;CONCEPCION;COLONIA CERRO MEMBY;20.000 M2;20000;2014
120;120;ESC. BAS. Nº 4335;1;3;41;1;HORQUETA;CONCEPCION;COLONIA CNEL. EDUARDO SANCHEZ;9800 HAS.;9800;2014
121;121;ESC. BAS. Nº 2459 EDELMIRA TORRES BLANCO;1;3;42;1;HORQUETA;CONCEPCION;COLONIA JOSE BERGES;1 HA.5000M2;10000;2014
122;122;ESC. BAS. Nº 4334 DON CARLOS A. LOPEZ;1;3;43;1;HORQUETA;CONCEPCION;COLONIA JOSE BERGES;10.000 M2;10000;2014
123;123;ESC. BAS. Nº 11752;1;3;44;1;HORQUETA;CONCEPCION;AZOTEY;10.000 M2;10000;2014
124;124;ESC. BAS. Nº 1703 SAN IGNACIO DE LOYOLA Y LICEO NACIONAL SAN IGNACIO;1;3;45;1;HORQUETA;CONCEPCION;COLONIA EX COMBATIENTE;19950 M2;19950;2014
125;125;ESC. BAS. Nº 1719 GRAL.CABALLERO Y LIC.SAN JUAN;1;3;46;1;HORQUETA;CONCEPCION;COLONIA EX COMBATIENTE;20000 M2;20000;2014
126;126;ESC. BAS. Nº 4952 SAN ROQUE GONZALEZ DE SANTACRUZ;1;3;47;1;HORQUETA;CONCEPCION;BARRIO SAN ROQUE;7396 M2;7396;2014
127;127;ESC. BAS. Nº 4357 HERMANO JOSE LUIS ARBUES RUBIOL;1;3;48;1;HORQUETA;CONCEPCION;COLONIA DR. JUAN MANUEL FRUTOS;10000 M2;10000;2014
128;128;ESC. BAS. Nº 2123 TTE. SALVADOR PAREDES;1;3;49;1;HORQUETA;CONCEPCION;VILLALBA CUE;10.000M23;10000;2014
129;129;ESC. BAS. Nº 1711;1;3;50;1;HORQUETA;CONCEPCION;ESPAJIN;6871,9241M2;6871;2014
130;130;ESC. BAS. Nº 1711;1;3;50;2;HORQUETA;CONCEPCION;ESPAJIN;10.000M2;10000;2014
131;131;ESC. BAS. Nº 2073 SAN MIGUEL;1;3;51;1;HORQUETA;CONCEPCION;COL.JOSE BERGES;10.000M2;10000;2014
132;132;ESC. BAS. Nº 1712 FULGENCIO YEGROS;1;3;52;1;HORQUETA;CONCEPCION;COL.JUAN M. FRUTOS;20.000M2;20000;2014
133;133;ESC. BAS. Nº 1712 FULGENCIO YEGROS;1;3;52;2;HORQUETA;CONCEPCION;COL.JUAN M. FRUTOS;20000M2;20000;2014
134;134;ESC. BAS. Nº 593;1;3;53;1;HORQUETA;CONCEPCION;COL.CPTAN.SOSA;21.357,8754M2;21357;2014
135;135;ESC. BAS. Nº 4358;1;3;54;1;HORQUETA;CONCEPCION;COL.E.R.PEREIRA-PEGUAJHO BARRETO;9.228,1291M2;9228;2014
136;136;ESC. BAS. Nº 3834 REPUBLICA DEL PARAGUAY;1;3;55;1;HORQUETA;CONCEPCION;COL.CAPITAN SOSA;10.797M2;10797;2014
137;137;LIC.NAC.CAP.GUMERCINDO SOSA;1;3;56;1;HORQUETA;CONCEPCION;COLONIA;;0;2014
138;138;LIC.NAC.EMILIANO R. FERNANDEZ;1;3;57;1;HORQUETA;CONCEPCION;COLONIA;;0;2014
139;139;ESC. BAS. Nº 6307 EZEQUIEL ESCOBAR;1;3;58;1;HORQUETA;CONCEPCION;COLONIA EXCOMBATIENTE;2.500M2;2500;2014
140;140;ESC. BAS. Nº 1707;1;3;59;1;HORQUETA;CONCEPCION;;;0;2014
141;141;ESC. BAS. Nº 4943;1;3;60;1;HORQUETA;CONCEPCION;LUGAR DENOMINADO TACUARA.;8004 M2.;8004;2014
142;142;ESC. BAS Nº 2578 GRAL. BERNARDINO CABALLERO;1;3;61;1;HORQUETA;CONCEPCION;COLONIA JUAN MANUEL FRUTOS.;10000 M2.;10000;2014
143;143;ESC. BAS. Nº 4351 HEROES DEL CHACO;1;3;62;1;HORQUETA;CONCEPCION;;10000 M2.;10000;2014
144;144;ESC. BAS. Nº 4342 DR. GASPAR R. DE FRANCIA Y LIC.NAC.CAP. JIMENEZ;1;3;63;1;HORQUETA;CONCEPCION;COLONIA JOSE BERGES;1H 2665,6238M;10000;2014
145;145;ESC. BAS. Nº 2579 CAPITAN SOSA;1;3;64;1;HORQUETA;CONCEPCION;CÑIA. CAPITAN SOSA;1HA 2605,1142;10000;2014
146;146;ESC. BAS. Nº 4145;1;3;65;1;HORQUETA;CONCEPCION;ZANJA MOROTI;7749, 234 M2;7749234;2014
147;147;ESC. BAS. Nº 4225 CARLOS A.LOPEZ;1;3;66;1;HORQUETA;CONCEPCION;HORQUETA;1 HA;10000;2014
148;148;ESC. BAS. Nº 10103;1;3;67;1;HORQUETA;CONCEPCION;HERNANDARIAS;1 HA.;10000;2014
149;149;ESC. BAS. Nº 2461 VIRGEN DE FATIMA;1;3;68;1;HORQUETA;CONCEPCION;COL.CHOFERES DEL CHACO;10.000M2.;10000;2014
150;150;ESC. BAS. Nº 4336;1;3;69;1;HORQUETA;CONCEPCION;JOSE BERGES;1 HA.5.727 M2;10000;2014
151;151;ESC. BAS. Nº 3564 HEROES DEL CHACO;1;3;70;1;HORQUETA;CONCEPCION;JOSE BERGES;1 HA.;10000;2014
152;152;ESC. BAS. Nº 4888 VIRGEN DEL CARMEN;1;3;71;1;HORQUETA;CONCEPCION;JUAN MANUEL FRUTOS;9.920 M2;9920;2014
153;153;ESC. BAS. Nº 2067;1;3;72;1;HORQUETA;CONCEPCION;HORQUETA;6.325 M2;6325;2014
154;154;ESC. BAS. Nº 1708 GRAL. JOSE E. DIAZ;1;3;73;1;HORQUETA;CONCEPCION;CUARTELERO;2 HA.4071 M2;20000;2014
155;155;ESC. BAS. Nº 4953 1 DE MAYO;1;3;74;1;HORQUETA;CONCEPCION;COLONIA JUAN MANUEL FRUTOS;10.000M2.;10000;2014
156;156;ESC. BAS. Nº 1718;1;3;75;1;HORQUETA;CONCEPCION;COLONIA JUAN MANUEL FRUTOS;1 HA.2650 M2;10000;2014
157;157;ESC. BAS. Nº 4937;1;3;76;1;HORQUETA;CONCEPCION;KM .100 BARRIO SAN BLAS;1 HA.;10000;2014
158;158;ESC. BAS. Nº 2462 MCAL. JOSE FELIX ESTIGARRIBIA;1;3;77;1;HORQUETA;CONCEPCION;COLONIA CHOFERES DEL CHACO;1 HA.2 M2;10000;2014
159;159;ESC. BAS. Nº 2070 SAN JUAN BOSCO;1;3;78;1;HORQUETA;CONCEPCION;COLONIA JOSE BERGES;6.415 M2;6415;2014
160;160;ESC. BAS. Nº 4356;1;3;79;1;HORQUETA;CONCEPCION;COLONIA JOSE BERGES;2 HAS.2 M2;20000;2014
161;161;ESC. BAS. Nº 4356;1;3;79;2;HORQUETA;CONCEPCION;COLONIA JOSE BERGES;20.000M2;20000;2014
162;162;INSTITUTO DE FORMACION DOCENTE;1;3;80;1;HORQUETA;CONCEPCION;COLONIA EX - VIA FERREA;38088.6602M2.;380886602;2014
163;163;LICEO NACIONAL ALFONSO CUE;1;3;81;1;HORQUETA;CONCEPCION;HORQUETA;1 HA.;10000;2014
164;164;ESC. BAS. Nº 4349 PERPETUO SOCORRO;1;3;82;1;HORQUETA;CONCEPCION;COMPAÑIA ORO VERDE;9.997M2.;9997;2014
165;165;"ESC. BAS. Nº 443 ""MAYOR JULIO OTAÑO""";1;3;83;1;HORQUETA;CONCEPCION;COLONIA EX COMBATIENTES;8.500 M2;8500;2014
166;166;ESC. BAS. Nº 2580;1;3;84;1;HORQUETA;CONCEPCION;COLONIA JUAN MANUEL FRUTOS;1 HA.120 M2;10000;2014
167;167;ESC. BAS. Nº 1721;1;3;85;1;HORQUETA;CONCEPCION;COLONIA PRIMAVERA;;0;2014
168;168;ESC. BAS. Nº 1713 SAN LUIS GONZAGA Y COLEGIO NACIONAL SAN LUIS GONZAGA;1;3;86;1;HORQUETA;CONCEPCION;COLONIA JOSE BERGES;1 HA.5 M2;10000;2014
169;169;LICEO NACIONAL PABLO EMILIANO QUEVEDO CORDERO;1;3;87;1;HORQUETA;CONCEPCION;DEPOSITO;9.984 M2;9984;2014
170;170;ESC. BAS. Nº 2667;1;3;88;1;HORQUETA;CONCEPCION;COL.EMILIO R.PEREIRA;1 HA.;10000;2014
171;171;ESC. BAS. Nº 4337 SAN ISIDRO;1;3;89;1;HORQUETA;CONCEPCION;COL.JUAN M.FRUTOS;1 HA.;10000;2014
172;172;ESC. BAS. Nº 2576 PROF. CARMEN J. MARTINEZ DE LOPEZ;1;3;90;1;HORQUETA;CONCEPCION;COL.JOSé BERGES;1 HA.;10000;2014
173;173;ESC. BAS. Nº 6696;1;3;91;1;HORQUETA;CONCEPCION;COL.EX COMBATIENTES;1 HA. 35 M2;10000;2014
174;174;COLEGIO NACIONAL GRAL. MARCIAL SAMANIEGO DE NARANJATY;1;3;92;1;HORQUETA;CONCEPCION;COLONIA DE HERNANDARIAS;9.000 M2;9000;2014
175;175;"ESC. BAS. Nº 4341 ""SAN ANDRES""";1;3;93;1;HORQUETA;CONCEPCION;EX COMBAT.DE LA GUERA DEL CHACO;5.000 M2;5000;2014
